	S5	S6	S7	S8	S13	S14	S15	S16	S21	S22	S23	S24
PENG0000023991	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023992	3	6	4	2	3	0	6	4	5	4	4	2
PENG0000023993	2461	2980	3001	3391	3101	2728	3229	3960	2729	2170	3067	3495
PENG0000023994	810	703	714	697	1029	528	619	880	764	529	698	625
PENG0000023995	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023996	0	0	0	0	0	0	0	4	0	0	0	0
PENG0000023997	714	960	1036	928	949	1000	992	888	755	652	1077	788
PENG0000023998	19	65	111	102	47	107	25	11	16	101	53	4
PENG0000023999	0	1	1	2	0	2	0	0	2	1	0	3
PENG0000024000	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024001	0	1	0	0	0	0	0	1	0	0	0	0
PENG0000024002	0	6	0	3	0	5	1	1	0	3	0	1
PENG0000024003	0	5	2	10	0	7	0	1	0	0	4	4
PENG0000024004	283	2262	1360	2575	410	2250	922	1539	289	1876	1331	2752
PENG0000024005	0	0	0	5	1	3	2	3	0	0	0	3
PENG0000024006	267	137	51	105	342	103	80	61	532	81	46	66
PENG0000024007	3069	2060	2090	1456	3000	1285	1937	1509	2736	1487	1668	1367
PENG0000024008	0	7	1	1	0	0	0	4	0	0	4	4
PENG0000024009	17	67	31	48	20	37	39	45	14	52	38	40
PENG0000024010	2	0	3	3	2	1	4	0	0	3	4	0
PENG0000024011	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024012	7	53	6	25	4	18	4	34	2	34	10	21
PENG0000024013	545	488	729	615	614	302	651	759	586	313	612	686
PENG0000024014	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024015	0	5	0	9	0	30	0	46	0	0	0	0
PENG0000024016	0	0	1	0	0	0	1	0	0	0	0	0
PENG0000024017	1864	3130	1973	2950	2329	2609	2112	2930	2025	2520	1853	2636
PENG0000024018	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024019	3218	4166	3083	4097	3534	2965	3613	4645	3383	3374	3017	4392
PENG0000024020	0	19	1	24	0	7	3	23	1	4	2	11
PENG0000024021	7	28	7	28	3	6	17	32	11	18	8	3
PENG0000024022	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024023	8319	5909	6071	5029	8988	8887	5869	3966	6983	4293	4983	5585
PENG0000024024	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000024025	770	463	436	327	893	787	367	591	925	505	616	441
PENG0000024026	2601	1088	2425	1161	2458	1337	2322	1250	2387	888	2112	1220
PENG0000024027	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024028	0	0	0	2	0	0	0	0	2	4	0	0
PENG0000024029	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000024030	14	21	6	4	9	10	3	12	8	7	1	3
PENG0000024031	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024032	1459	1685	1089	1292	1501	1427	1165	1746	1380	1513	1067	1324
PENG0000024033	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024034	0	1	0	1	0	0	0	7	0	1	0	0
PENG0000024035	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024036	0	0	0	0	0	4	0	3	0	0	0	1
PENG0000024037	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024038	0	6	3	2	1	13	0	1	0	8	1	0
PENG0000024039	142	46	46	22	108	125	63	44	168	48	59	25
PENG0000024040	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024041	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000024042	495	438	341	395	573	394	383	463	472	409	384	414
PENG0000024043	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024044	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024045	8726	3866	3717	3284	10215	2052	3800	9878	7853	3508	2953	2462
PENG0000024046	3002	5113	3378	4283	3685	3818	4449	2996	4415	3785	4694	3047
PENG0000024047	0	7	0	2	0	1	0	2	1	1	1	2
PENG0000024048	5683	4542	5120	5037	6153	3844	5280	4913	5836	3318	5568	5215
PENG0000024049	451	318	303	320	484	497	309	269	536	286	363	326
PENG0000024050	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024051	2078	2018	2080	1943	2188	1143	2175	1808	1762	1663	1343	1588
PENG0000024052	1166	1145	717	976	1284	241	691	6682	1519	898	1103	979
PENG0000024053	1360	1402	989	1156	1580	1661	1162	935	1272	1208	820	1109
PENG0000024054	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024055	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024056	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024057	2290	1165	1708	1299	1925	695	1848	1028	1728	921	1751	1765
PENG0000024058	0	0	0	0	0	0	0	2	0	2	0	0
PENG0000024059	0	1	0	0	0	0	1	0	0	0	1	0
PENG0000024060	13	287	129	168	5	690	136	1240	19	185	113	241
PENG0000024061	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024062	9222	5355	5483	4620	9564	7873	5518	3796	9788	4249	4391	4693
PENG0000024063	616	534	385	271	675	44	468	584	1193	218	630	188
PENG0000024064	7	0	8	0	9	3	4	0	9	0	6	1
PENG0000024065	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024066	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024067	1	0	13	0	1	0	6	0	1	0	11	0
PENG0000024068	54	402	61	414	75	247	46	179	62	198	114	332
PENG0000024069	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024070	98	116	189	148	109	46	142	371	214	80	371	173
PENG0000024071	61	104	31	77	74	57	65	23	59	88	27	72
PENG0000024072	4	151	0	267	19	161	6	73	13	110	2	286
PENG0000024073	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024074	0	77	4	75	0	49	1	24	0	71	4	61
PENG0000024075	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024076	0	0	0	2	0	0	0	0	0	0	0	1
PENG0000024077	0	3	1	3	0	0	2	0	0	0	0	0
PENG0000024078	2837	2577	2206	2648	2935	2081	2571	2375	2397	2090	2415	2128
PENG0000024079	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024080	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024081	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024082	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024083	0	0	3	2	0	0	0	0	0	0	0	0
PENG0000024084	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024085	0	0	1	0	0	0	0	0	0	1	0	1
PENG0000024086	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024087	1484	1372	1253	1347	1636	1288	1308	1786	1518	1270	1116	1196
PENG0000024088	5	0	5	1	2	1	4	3	2	4	2	4
PENG0000024089	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024090	24	30	12	6	16	11	4	4	12	15	9	7
PENG0000024091	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024092	0	0	1	0	4	0	0	0	2	2	0	0
PENG0000024093	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024094	4379	3025	2877	3077	4001	3849	3291	3235	3387	2125	2770	3875
PENG0000024095	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024096	6	23	5	15	6	19	1	28	4	8	2	1
PENG0000024097	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024098	1	4	0	4	2	7	0	0	1	0	3	2
PENG0000024099	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024100	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024101	1967	1124	1573	1374	2053	1214	1425	1635	1969	875	1645	1376
PENG0000024102	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024103	1	23	3	54	0	15	3	39	8	21	0	47
PENG0000024104	33	18	37	8	19	27	9	32	6	13	20	3
PENG0000024105	0	0	0	0	1	0	0	0	0	0	0	0
PENG0000024106	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024107	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000024108	355	921	491	719	482	606	543	412	376	509	244	498
PENG0000024109	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024110	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024111	0	0	0	0	0	1	0	0	0	0	2	0
PENG0000024112	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000024113	219	269	358	293	176	139	462	308	307	309	368	265
PENG0000024114	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024115	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000024116	2	0	1	0	2	0	1	7	1	4	0	3
PENG0000024117	5	5	0	1	0	4	0	0	0	0	0	2
PENG0000024118	11	7	79	7	12	12	10	9	49	5	1004	26
PENG0000024119	506	1091	395	992	715	959	380	709	590	846	368	919
PENG0000024120	600	636	341	551	572	705	398	620	546	487	364	630
PENG0000024121	0	0	1	2	0	1	0	0	0	0	0	3
PENG0000024122	3500	3024	2910	3124	3621	2578	2632	3018	2941	2105	2640	3474
PENG0000024123	1	0	1	1	2	6	0	0	0	0	0	0
PENG0000024124	0	17	43	39	12	26	0	45	0	0	87	52
PENG0000024125	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024126	194	237	107	177	234	196	159	329	184	191	159	194
PENG0000024127	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024128	435	1898	169	3581	539	141	81	12201	329	677	151	2438
PENG0000024129	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024130	0	0	0	0	0	0	0	3	0	0	0	0
PENG0000024131	0	0	4	1	0	0	1	13	0	1	0	6
PENG0000024132	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024133	21	16	6	8	19	37	7	50	5	23	3	23
PENG0000024134	0	2	0	1	0	10	0	2	0	6	0	1
PENG0000024135	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024136	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024137	0	0	0	0	0	0	0	0	0	4	0	0
PENG0000024138	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024139	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024140	0	0	0	3	0	0	0	0	2	0	0	0
PENG0000024141	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024142	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024143	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024144	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024145	0	10	0	9	0	31	0	1	0	0	0	14
PENG0000024146	8	8	4	18	0	0	0	8	1	3	0	2
PENG0000024147	0	99	0	72	0	104	0	54	0	85	0	85
PENG0000024148	274	807	216	514	299	499	225	1140	222	827	177	566
PENG0000024149	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024150	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024151	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024152	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024153	158	254	552	263	197	34	700	336	347	170	707	191
PENG0000024154	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024155	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024156	1	35	6	17	1	14	4	122	1	110	4	13
PENG0000024157	0	9	5	2	2	0	0	0	1	12	2	8
PENG0000024158	6	15	42	35	8	50	22	25	15	14	21	46
PENG0000024159	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024160	0	0	0	0	1	0	0	1	0	0	0	0
PENG0000024161	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000024162	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024163	0	3	0	1	1	0	0	1	2	0	0	0
PENG0000024164	860	1415	760	1009	857	1189	761	1663	978	1266	671	910
PENG0000024165	0	0	0	1	0	0	0	1	0	0	0	0
PENG0000024166	3034	4125	3913	4226	3106	3527	4681	5406	3122	3502	4397	3761
PENG0000024167	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024168	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024169	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024170	0	1	0	2	0	0	0	0	0	0	0	2
PENG0000024171	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024172	1	0	0	0	0	0	3	0	0	0	0	0
PENG0000024173	43	60	57	51	60	63	53	81	42	78	28	61
PENG0000024174	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024175	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024176	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024177	5	15	7	9	7	4	15	7	1	5	3	5
PENG0000024178	682	1564	686	2238	933	301	478	13596	1256	963	830	1019
PENG0000024179	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024180	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024181	2	2	1	3	0	0	2	3	2	0	3	1
PENG0000024182	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024183	591	269	516	467	584	290	480	591	303	267	171	673
PENG0000024184	11698	12302	11162	11277	12174	11309	10085	10747	10362	9073	10069	12429
PENG0000024185	0	4	0	0	0	0	0	0	0	0	0	0
PENG0000024186	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024187	0	0	0	3	0	0	4	1	0	0	0	1
PENG0000024188	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000024189	670	427	726	423	708	443	678	313	665	290	617	440
PENG0000024190	6	22	24	14	6	14	18	18	5	6	12	25
PENG0000024191	18	143	24	92	22	148	31	8	13	41	32	104
PENG0000024192	0	0	0	0	0	1	0	0	5	0	0	0
PENG0000024193	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000024194	249	635	364	484	293	782	394	208	372	534	306	515
PENG0000024195	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024196	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024197	0	42	0	26	0	56	0	7	0	46	0	18
PENG0000024198	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000024199	4841	5234	5226	4246	4810	3426	4727	2683	5032	3803	5275	4017
PENG0000024200	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024201	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024202	17431	7949	13011	7359	22589	8468	15192	9861	20103	4951	14790	8213
PENG0000024203	0	0	0	0	0	0	1	2	0	2	0	1
PENG0000024204	113	418	133	303	111	270	144	1040	94	419	111	372
PENG0000024205	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024206	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024207	7	22	9	15	17	9	11	17	6	21	8	13
PENG0000024208	5394	4894	3224	4486	5463	7367	3432	4643	4916	3709	2513	4870
PENG0000024209	2	11	9	8	3	16	15	2	5	2	14	10
PENG0000024210	2481	2164	2333	2394	2581	1836	2330	1602	2289	1370	2487	2749
PENG0000024211	3	4	5	4	7	84	0	0	12	8	14	0
PENG0000024212	0	0	0	0	0	0	2	0	4	0	0	1
PENG0000024213	3501	3641	2806	3491	3634	5050	3041	4265	2986	2946	2505	3880
PENG0000024214	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024215	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000024216	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024217	195	1313	207	864	163	500	199	474	250	793	206	614
PENG0000024218	4	5	6	5	7	1	5	6	6	6	11	7
PENG0000024219	5505	3773	5435	4303	6272	3274	5576	4531	6149	2818	6021	4213
PENG0000024220	3314	3449	2552	3241	3715	1777	3272	4034	3363	2464	2485	2825
PENG0000024221	0	18	1	24	0	23	0	17	0	27	0	25
PENG0000024222	0	2	0	0	0	2	0	0	0	6	5	0
PENG0000024223	218	226	170	186	226	58	196	371	167	162	125	157
PENG0000024224	1	13	5	19	1	7	3	288	0	18	13	19
PENG0000024225	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024226	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024227	1202	1557	1234	1607	1360	869	1475	1160	1151	1194	1274	1967
PENG0000024228	0	39	0	42	0	64	0	15	1	36	0	32
PENG0000024229	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024230	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024231	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024232	208	318	170	368	276	63	178	2465	417	317	340	235
PENG0000024233	2283	555	1932	604	2398	687	2186	795	2068	516	1460	594
PENG0000024234	7	38	7	20	11	12	7	17	8	16	3	25
PENG0000024235	1423	1169	1366	1319	1609	2140	1201	803	1291	993	1356	1347
PENG0000024236	11	14	10	9	12	9	16	4	20	12	12	10
PENG0000024237	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024238	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000024239	2	12	4	10	4	4	2	5	0	1	1	4
PENG0000024240	2	0	0	1	0	0	0	0	0	0	0	2
PENG0000024241	1087	749	579	627	1085	427	718	1196	1065	585	495	551
PENG0000024242	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000024243	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024244	352	244	234	255	357	173	246	196	282	232	262	246
PENG0000024245	189	143	127	126	229	99	119	140	254	93	140	105
PENG0000024246	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024247	0	0	0	0	0	3	0	0	0	0	0	0
PENG0000024248	43	37	44	44	25	78	64	14	45	18	62	37
PENG0000024249	873	503	827	242	982	475	1126	281	676	516	435	287
PENG0000024250	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024251	1342	480	1888	886	1016	735	1737	565	1162	348	1507	931
PENG0000024252	1	5	4	16	0	16	1	24	4	2	68	3
PENG0000024253	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024254	0	0	0	1	0	0	0	0	2	3	1	0
PENG0000024255	13925	18013	9049	11701	17108	6113	12371	15021	16167	10814	11498	7399
PENG0000024256	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024257	1	12	0	8	0	7	1	3	0	4	4	4
PENG0000024258	330	665	345	585	325	434	308	905	303	467	434	655
PENG0000024259	3987	3483	5179	4025	4564	2160	5751	2632	4346	2270	5294	3003
PENG0000024260	0	0	1	1	0	0	0	0	0	0	0	0
PENG0000024261	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024262	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024263	736	942	920	650	800	518	1000	589	1028	675	1099	674
PENG0000024264	0	0	2	0	0	1	1	0	1	0	0	0
PENG0000024265	0	44	0	48	0	63	0	0	0	44	10	5
PENG0000024266	0	23	0	12	0	18	0	7	0	32	0	12
PENG0000024267	0	1	2	0	1	0	0	1	2	0	0	4
PENG0000024268	0	0	0	0	0	0	1	1	0	0	0	0
PENG0000024269	26	26	29	26	37	9	37	22	25	30	35	14
PENG0000024270	37	105	63	85	42	76	83	44	82	33	90	65
PENG0000024271	2704	4138	3020	4808	3049	5006	3077	3348	2800	3322	2566	5036
PENG0000024272	0	0	0	2	0	0	0	0	0	0	0	0
PENG0000024273	0	3	0	0	0	0	0	0	0	0	0	0
PENG0000024274	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024275	0	1	3	2	0	0	1	5	3	4	3	1
PENG0000024276	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024277	1	7	1	15	2	0	6	8	3	19	8	12
PENG0000024278	11753	8468	9282	9427	12470	7876	9311	9714	9703	6137	7695	10843
PENG0000024279	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024280	1304	3393	1439	3177	1410	1962	1438	2639	1147	2698	1506	2835
PENG0000024281	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000024282	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024283	6	33	17	28	20	0	7	300	21	76	31	16
PENG0000024284	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024285	0	0	0	0	0	0	0	0	0	1	0	1
PENG0000024286	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024287	167	238	67	148	223	334	145	126	166	179	73	195
PENG0000024288	1	13	0	5	1	49	5	2	6	9	4	8
PENG0000024289	4	3	0	1	0	4	0	0	1	6	0	1
PENG0000024290	434	351	120	196	438	360	159	205	388	343	168	224
PENG0000024291	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024292	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024293	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024294	6122	4467	6739	4869	6341	4332	6560	4536	5638	3249	6304	5605
PENG0000024295	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024296	3	11	1	6	7	18	4	4	6	18	0	2
PENG0000024297	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024298	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024299	85	289	113	185	142	109	65	657	133	290	153	191
PENG0000024300	8	29	23	61	7	4	7	71	17	23	26	55
PENG0000024301	0	0	0	0	0	0	0	0	0	0	0	2
PENG0000024302	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000024303	1	3	1	1	6	0	0	5	4	2	0	0
PENG0000024304	46	30	4	15	20	21	7	26	28	37	12	18
PENG0000024305	603	315	665	500	572	288	730	643	577	227	1039	628
PENG0000024306	38	66	62	115	37	28	124	183	36	66	48	61
PENG0000024307	0	0	0	1	0	0	0	0	0	1	0	0
PENG0000024308	2	0	0	1	1	0	0	2	0	2	0	0
PENG0000024309	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024310	11	4	0	1	5	2	4	4	3	0	5	0
PENG0000024311	19	42	11	59	17	30	15	267	25	46	11	62
PENG0000024312	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024313	3	6	2	0	4	4	4	0	5	0	0	2
PENG0000024314	9	6	3	10	2	0	6	10	2	4	6	2
PENG0000024315	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024316	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024317	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000024318	0	2	0	0	0	0	0	0	0	0	0	0
PENG0000024319	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024320	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024321	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000024322	0	0	1	3	0	0	1	1	1	1	0	0
PENG0000024323	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024324	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024325	236	498	334	476	270	308	308	609	228	409	306	458
PENG0000024326	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024327	2242	3133	2128	3365	2552	1741	2675	4434	2660	2399	2732	2337
PENG0000024328	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024329	5320	4979	3196	3206	6328	4165	2630	5396	5084	4691	3318	4107
PENG0000024330	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024331	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000024332	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024333	0	4	3	0	0	3	0	2	0	2	0	0
PENG0000024334	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024335	1482	1360	1442	1553	1337	2131	1327	1452	1063	1036	1027	1583
PENG0000024336	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024337	1	0	0	0	0	0	5	0	0	3	0	0
PENG0000024338	0	1	0	2	0	3	0	2	0	0	0	6
PENG0000024339	0	0	0	1	0	0	0	0	0	0	0	2
PENG0000024340	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024341	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024342	95	371	164	337	87	412	181	386	123	266	100	341
PENG0000024343	0	2	0	4	0	2	1	2	0	5	0	1
PENG0000024344	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024345	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000024346	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024347	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024348	7977	9040	7720	9899	9835	7553	8964	15397	8985	7014	8434	10403
PENG0000024349	0	84	0	28	0	20	1	19	0	66	0	21
PENG0000024350	4371	8224	4074	7569	4290	4537	5960	3613	3514	5461	4291	4865
PENG0000024351	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024352	5364	9046	2432	5813	5800	5834	2774	6020	4271	7025	2197	5345
PENG0000024353	0	0	1	1	0	0	1	1	0	3	0	5
PENG0000024354	2	14	19	28	9	16	19	116	22	13	11	27
PENG0000024355	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024356	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024357	1953	1042	1419	1108	2201	767	1430	1728	1992	904	1888	934
PENG0000024358	0	0	0	2	0	2	1	0	0	0	0	3
PENG0000024359	1151	1487	1229	1589	1173	768	1430	1640	1096	1113	1261	1405
PENG0000024360	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024361	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024362	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024363	29161	8767	16433	8411	29112	10498	18573	5855	20228	8518	11596	10276
PENG0000024364	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024365	6	0	0	0	1	8	0	0	1	0	0	16
PENG0000024366	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024367	38	95	34	52	38	36	24	77	76	61	82	35
PENG0000024368	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024369	0	2	0	14	0	0	1	0	0	2	0	7
PENG0000024370	2190	1514	2039	2017	2312	2544	1939	1536	1811	1036	1834	2289
PENG0000024371	6258	3456	7196	4104	6631	4352	5994	2675	5763	2387	7284	4790
PENG0000024372	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000024373	2780	714	3514	1326	3116	1646	3860	953	1426	625	797	2038
PENG0000024374	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024375	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024376	1673	3434	3383	3709	1830	7490	3644	884	2107	2545	3298	3562
PENG0000024377	7797	4105	7929	5218	7273	2868	7077	2986	7008	3215	8051	7393
PENG0000024378	2071	1441	1581	1519	2168	1367	1892	1098	1754	997	1677	1745
PENG0000024379	2119	3408	2973	3361	2456	3079	2818	5098	2309	2792	3185	3341
PENG0000024380	113	544	79	525	114	474	119	994	137	470	90	485
PENG0000024381	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024382	3025	2200	2483	2118	3144	1855	2189	1843	2618	1529	2121	2470
PENG0000024383	7	3	4	8	3	2	7	4	4	0	5	1
PENG0000024384	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024385	242	141	305	63	173	132	304	41	228	154	214	72
PENG0000024386	2	2	7	5	4	3	6	1	1	0	1	1
PENG0000024387	0	1	0	0	0	0	0	0	0	0	0	0
PENG0000024388	480	244	474	318	466	313	415	303	552	188	483	422
PENG0000024389	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024390	1153	688	898	800	1253	904	999	908	1123	622	1103	844
PENG0000024391	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024392	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024393	2	9	14	3	12	16	4	6	9	2	15	9
PENG0000024394	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024395	0	5	0	1	0	0	0	20	0	2	0	3
PENG0000024396	61	48	15	12	50	13	13	18	33	46	9	5
PENG0000024397	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024398	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024399	3	14	4	17	1	7	2	42	0	8	0	8
PENG0000024400	0	4	0	6	0	0	0	3	0	0	0	3
PENG0000024401	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024402	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000024403	2506	2503	2493	2864	2691	3165	2391	2306	2264	1843	2592	2992
PENG0000024404	128	232	316	305	100	299	318	150	118	114	218	374
