month	day	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
3	18		16.389	15.991	15.7	15.93	16.232	15.75	16.128	15.993	15.894	15.935	15.347	15.962	15.494	15.434	15.875	15.546	15.177	15.113	15.532	15.61	15.346	15.146	15.671	15.495	15.442	14.939	14.711	14.396	14.55	15.16	14.965	15.138	14.635	15.247	15.138	14.936	14.351	14.459	14.334	14.457	14.677	14.902	14.7	14.491
3	19		16.427	15.996	15.649	15.933	16.141	15.786	16.105	15.981	15.846	15.899	15.35	15.871	15.502	15.427	15.796	15.518	15.186	15.079	15.555	15.597	15.377	15.124	15.654	15.442	15.488	14.949	14.669	14.381	14.518	15.147	14.965	15.144	14.612	15.289	15.122	14.945	14.357	14.474	14.288	14.424	14.631	14.892	14.73	14.495
3	20		16.486	15.996	15.64	15.922	16.165	15.784	16.111	15.918	15.818	15.866	15.354	15.784	15.497	15.433	15.754	15.471	15.211	15.043	15.59	15.585	15.4	15.117	15.615	15.389	15.534	14.959	14.623	14.392	14.494	15.142	14.969	15.148	14.583	15.294	15.103	14.962	14.346	14.463	14.255	14.374	14.627	14.856	14.752	14.509
3	21		16.44	15.979	15.574	15.918	16.14	15.795	16.089	15.866	15.805	15.825	15.379	15.725	15.468	15.451	15.734	15.438	15.231	15.028	15.622	15.56	15.421	15.096	15.553	15.348	15.572	14.961	14.569	14.4	14.475	15.152	14.982	15.146	14.536	15.28	15.079	14.964	14.337	14.479	14.237	14.33	14.612	14.811	14.752	14.515
3	22		16.427	15.975	15.561	15.925	16.113	15.734	16.052	15.835	15.765	15.828	15.4	15.7	15.445	15.486	15.708	15.418	15.242	15.032	15.619	15.529	15.437	15.07	15.5	15.309	15.595	14.927	14.51	14.402	14.454	15.16	14.989	15.123	14.486	15.262	15.046	14.93	14.362	14.499	14.216	14.301	14.599	14.742	14.729	14.509
3	23		16.378	15.965	15.578	15.916	16.134	15.697	16.055	15.782	15.769	15.81	15.411	15.706	15.399	15.512	15.707	15.424	15.255	15.027	15.629	15.479	15.469	15.054	15.458	15.283	15.585	14.904	14.468	14.367	14.423	15.166	15.01	15.099	14.465	15.234	15.013	14.886	14.401	14.507	14.195	14.279	14.585	14.664	14.691	14.493
3	24		16.314	15.945	15.572	15.904	16.082	15.624	16.053	15.768	15.779	15.792	15.396	15.711	15.357	15.532	15.735	15.442	15.273	15.021	15.634	15.436	15.486	15.066	15.426	15.259	15.594	14.892	14.444	14.329	14.414	15.161	15.024	15.108	14.461	15.207	14.962	14.839	14.404	14.506	14.18	14.262	14.569	14.579	14.647	14.47
3	25		16.297	15.938	15.547	15.912	16.016	15.546	16.045	15.756	15.755	15.769	15.367	15.707	15.345	15.545	15.747	15.468	15.266	14.998	15.623	15.383	15.514	15.056	15.425	15.233	15.586	14.892	14.436	14.28	14.415	15.154	15.036	15.107	14.459	15.17	14.931	14.781	14.427	14.502	14.158	14.256	14.507	14.493	14.611	14.481
3	26		16.272	15.934	15.573	15.913	15.999	15.526	16.045	15.728	15.743	15.767	15.321	15.684	15.343	15.556	15.751	15.492	15.247	14.974	15.602	15.38	15.528	15.067	15.43	15.199	15.581	14.911	14.429	14.249	14.416	15.146	15.031	15.116	14.466	15.16	14.921	14.734	14.455	14.477	14.152	14.249	14.449	14.407	14.574	14.497
3	27		16.201	15.951	15.593	15.9	15.97	15.482	16.036	15.706	15.747	15.742	15.289	15.633	15.315	15.558	15.745	15.523	15.24	14.94	15.555	15.389	15.542	15.077	15.417	15.192	15.577	14.945	14.421	14.229	14.395	15.125	15.012	15.135	14.477	15.149	14.914	14.707	14.456	14.449	14.158	14.24	14.396	14.363	14.565	14.522
3	28		16.162	15.955	15.567	15.902	15.956	15.49	16.023	15.667	15.731	15.721	15.278	15.575	15.305	15.559	15.724	15.533	15.243	14.936	15.474	15.408	15.548	15.1	15.383	15.164	15.574	14.947	14.419	14.235	14.37	15.103	14.978	15.154	14.463	15.148	14.91	14.684	14.422	14.418	14.17	14.248	14.36	14.309	14.541	14.547
3	29		16.029	15.933	15.571	15.912	15.945	15.495	16.001	15.631	15.755	15.699	15.267	15.532	15.297	15.528	15.717	15.535	15.253	14.944	15.406	15.436	15.56	15.114	15.331	15.118	15.548	14.929	14.433	14.242	14.355	15.078	14.949	15.167	14.456	15.155	14.926	14.644	14.413	14.375	14.197	14.246	14.316	14.272	14.516	14.557
3	30		15.911	15.938	15.541	15.903	15.913	15.479	15.988	15.635	15.779	15.663	15.267	15.519	15.305	15.496	15.72	15.533	15.277	14.968	15.346	15.441	15.573	15.149	15.274	15.067	15.516	14.894	14.449	14.243	14.337	15.059	14.917	15.206	14.471	15.162	14.927	14.608	14.401	14.317	14.223	14.253	14.259	14.238	14.469	14.513
3	31		15.875	15.897	15.499	15.93	15.888	15.475	15.915	15.616	15.756	15.618	15.269	15.516	15.321	15.451	15.695	15.524	15.315	14.979	15.301	15.446	15.582	15.16	15.221	15.021	15.47	14.853	14.452	14.238	14.307	15.049	14.873	15.241	14.485	15.162	14.901	14.582	14.36	14.263	14.22	14.263	14.205	14.215	14.418	14.46
4	1		15.783	15.852	15.479	15.957	15.887	15.446	15.863	15.623	15.757	15.575	15.245	15.527	15.373	15.403	15.675	15.508	15.307	14.961	15.277	15.43	15.571	15.169	15.179	14.963	15.401	14.798	14.453	14.232	14.283	15.03	14.829	15.267	14.496	15.153	14.872	14.56	14.32	14.2	14.213	14.247	14.141	14.171	14.358	14.412
4	2		15.742	15.795	15.461	15.953	15.868	15.417	15.769	15.64	15.713	15.552	15.183	15.527	15.422	15.338	15.646	15.468	15.273	14.906	15.272	15.428	15.55	15.155	15.158	14.882	15.318	14.779	14.431	14.241	14.282	15.006	14.793	15.283	14.521	15.136	14.845	14.54	14.302	14.153	14.204	14.209	14.082	14.157	14.318	14.38
4	3		15.732	15.747	15.381	15.964	15.883	15.39	15.675	15.636	15.668	15.546	15.114	15.532	15.447	15.285	15.591	15.42	15.234	14.831	15.251	15.414	15.523	15.121	15.154	14.823	15.227	14.757	14.412	14.235	14.254	14.989	14.773	15.264	14.516	15.121	14.8	14.536	14.268	14.116	14.197	14.166	14.03	14.133	14.281	14.354
4	4		15.701	15.719	15.331	15.957	15.9	15.362	15.642	15.633	15.614	15.561	15.064	15.528	15.434	15.225	15.524	15.371	15.161	14.734	15.199	15.431	15.482	15.076	15.134	14.766	15.15	14.736	14.389	14.216	14.244	14.939	14.763	15.226	14.477	15.106	14.751	14.543	14.209	14.095	14.187	14.127	13.988	14.094	14.256	14.351
4	5		15.65	15.673	15.295	15.944	15.845	15.331	15.578	15.564	15.566	15.564	15.016	15.509	15.418	15.158	15.474	15.304	15.066	14.634	15.147	15.417	15.461	15.056	15.127	14.712	15.069	14.702	14.39	14.22	14.239	14.873	14.762	15.166	14.448	15.062	14.708	14.548	14.175	14.07	14.174	14.07	13.929	14.043	14.215	14.35
4	6		15.665	15.684	15.223	15.916	15.824	15.302	15.564	15.528	15.557	15.562	14.987	15.483	15.393	15.083	15.43	15.239	15.009	14.549	15.124	15.411	15.456	15.035	15.126	14.656	15.026	14.672	14.385	14.226	14.223	14.819	14.753	15.121	14.412	15.024	14.699	14.549	14.135	14.046	14.144	14.019	13.852	14.002	14.173	14.333
4	7		15.668	15.686	15.229	15.901	15.784	15.255	15.555	15.453	15.523	15.557	14.96	15.465	15.356	15.024	15.404	15.186	14.97	14.483	15.112	15.377	15.455	14.983	15.11	14.629	14.984	14.626	14.39	14.196	14.192	14.796	14.753	15.075	14.38	14.969	14.68	14.537	14.083	14.029	14.121	13.97	13.757	13.951	14.134	14.314
4	8		15.71	15.675	15.233	15.794	15.72	15.214	15.523	15.365	15.529	15.535	14.927	15.41	15.327	14.974	15.38	15.14	14.923	14.426	15.091	15.344	15.436	14.933	15.089	14.599	14.958	14.582	14.377	14.168	14.183	14.784	14.731	15.041	14.346	14.916	14.66	14.536	14.047	14.011	14.07	13.95	13.677	13.879	14.082	14.322
4	9		15.744	15.68	15.223	15.72	15.656	15.25	15.497	15.341	15.54	15.513	14.866	15.312	15.293	14.914	15.352	15.109	14.869	14.389	15.06	15.309	15.426	14.908	15.089	14.565	14.912	14.53	14.353	14.133	14.153	14.776	14.701	15.01	14.325	14.863	14.655	14.514	14.035	13.968	14.015	13.922	13.61	13.824	14.042	14.32
4	10		15.75	15.668	15.222	15.672	15.617	15.24	15.479	15.297	15.551	15.495	14.795	15.201	15.242	14.859	15.334	15.104	14.825	14.366	15.005	15.269	15.38	14.874	15.087	14.529	14.876	14.461	14.306	14.08	14.111	14.781	14.678	14.975	14.293	14.831	14.651	14.462	14.021	13.93	13.978	13.898	13.566	13.792	13.985	14.315
4	11		15.777	15.649	15.193	15.579	15.603	15.256	15.452	15.259	15.557	15.46	14.731	15.091	15.168	14.821	15.321	15.086	14.757	14.35	14.933	15.206	15.342	14.81	15.114	14.472	14.817	14.366	14.282	14.02	14.059	14.772	14.663	14.926	14.275	14.789	14.618	14.424	14.031	13.885	13.962	13.888	13.544	13.75	13.924	14.294
4	12		15.737	15.65	15.168	15.55	15.551	15.304	15.476	15.237	15.507	15.408	14.678	14.961	15.1	14.779	15.301	15.066	14.691	14.335	14.824	15.149	15.309	14.757	15.119	14.422	14.782	14.255	14.254	13.974	14.01	14.733	14.647	14.877	14.247	14.765	14.591	14.362	14.047	13.85	13.936	13.878	13.529	13.724	13.872	14.247
4	13		15.708	15.648	15.149	15.534	15.473	15.238	15.484	15.201	15.491	15.348	14.627	14.838	15.025	14.744	15.286	15.052	14.624	14.32	14.733	15.087	15.315	14.722	15.127	14.389	14.731	14.139	14.214	13.952	13.964	14.664	14.626	14.822	14.243	14.726	14.566	14.303	14.052	13.824	13.903	13.861	13.516	13.729	13.842	14.17
4	14		15.639	15.606	15.122	15.565	15.446	15.197	15.467	15.156	15.452	15.286	14.552	14.765	14.966	14.72	15.284	15.026	14.574	14.299	14.654	15.018	15.299	14.658	15.103	14.369	14.673	14.035	14.186	13.945	13.91	14.61	14.597	14.767	14.252	14.698	14.521	14.251	14.053	13.822	13.855	13.832	13.503	13.734	13.789	14.103
4	15		15.578	15.588	15.11	15.559	15.345	15.16	15.478	15.11	15.391	15.23	14.495	14.711	14.912	14.714	15.265	14.981	14.533	14.27	14.597	14.956	15.3	14.58	15.057	14.356	14.622	13.942	14.155	13.938	13.86	14.538	14.581	14.715	14.25	14.677	14.472	14.211	14.039	13.817	13.806	13.807	13.48	13.715	13.785	14.044
4	16		15.536	15.562	15.098	15.549	15.231	15.096	15.489	15.074	15.399	15.192	14.418	14.655	14.873	14.696	15.238	14.939	14.483	14.237	14.536	14.915	15.283	14.528	14.972	14.365	14.59	13.883	14.107	13.948	13.818	14.456	14.563	14.672	14.229	14.682	14.425	14.147	14.014	13.816	13.751	13.759	13.455	13.692	13.796	14.005
4	17		15.477	15.516	15.06	15.578	15.175	15.076	15.472	15.052	15.394	15.159	14.348	14.583	14.847	14.687	15.212	14.895	14.429	14.203	14.482	14.892	15.26	14.473	14.906	14.364	14.546	13.847	14.069	13.967	13.797	14.394	14.519	14.638	14.205	14.677	14.366	14.101	13.98	13.803	13.714	13.727	13.429	13.642	13.804	13.978
4	18		15.488	15.474	15.034	15.534	15.104	15.061	15.466	15.014	15.345	15.127	14.258	14.511	14.82	14.67	15.173	14.853	14.389	14.174	14.418	14.865	15.204	14.397	14.848	14.341	14.488	13.813	14.041	13.958	13.766	14.33	14.489	14.603	14.173	14.669	14.299	14.034	13.956	13.772	13.69	13.691	13.379	13.593	13.8	13.956
4	19		15.482	15.45	15.006	15.488	15.016	15.032	15.483	14.967	15.33	15.103	14.189	14.425	14.767	14.654	15.127	14.811	14.367	14.147	14.367	14.826	15.134	14.336	14.807	14.301	14.45	13.789	14.005	13.969	13.756	14.254	14.465	14.564	14.128	14.653	14.256	13.953	13.928	13.724	13.684	13.656	13.324	13.556	13.782	13.921
4	20		15.436	15.425	14.966	15.454	14.951	15.005	15.406	14.94	15.27	15.078	14.114	14.373	14.723	14.631	15.08	14.788	14.323	14.119	14.316	14.789	15.032	14.304	14.782	14.274	14.399	13.77	14.002	13.968	13.757	14.184	14.449	14.538	14.072	14.638	14.212	13.886	13.907	13.679	13.671	13.623	13.284	13.536	13.737	13.887
4	21		15.427	15.383	14.951	15.417	14.907	14.969	15.353	14.913	15.199	15.03	14.052	14.324	14.69	14.613	15.05	14.775	14.301	14.108	14.279	14.748	14.939	14.288	14.762	14.237	14.332	13.742	14.004	13.938	13.756	14.126	14.433	14.51	14.032	14.611	14.167	13.839	13.913	13.643	13.652	13.6	13.258	13.529	13.667	13.846
4	22		15.369	15.391	14.935	15.37	14.829	14.935	15.311	14.865	15.129	14.992	13.997	14.301	14.649	14.599	14.993	14.749	14.268	14.103	14.253	14.694	14.856	14.292	14.748	14.201	14.284	13.718	13.992	13.911	13.735	14.064	14.433	14.483	13.991	14.583	14.129	13.803	13.924	13.586	13.599	13.55	13.236	13.537	13.613	13.816
4	23		15.299	15.391	14.905	15.331	14.784	14.857	15.239	14.811	15.071	14.951	13.97	14.283	14.615	14.588	14.937	14.717	14.213	14.097	14.23	14.636	14.774	14.324	14.729	14.167	14.274	13.687	13.967	13.892	13.721	14.016	14.413	14.461	13.96	14.56	14.109	13.795	13.91	13.539	13.549	13.509	13.241	13.525	13.558	13.786
4	24		15.274	15.347	14.882	15.266	14.757	14.798	15.234	14.781	15.003	14.863	13.949	14.265	14.591	14.559	14.902	14.693	14.144	14.094	14.205	14.582	14.738	14.353	14.695	14.141	14.237	13.642	13.96	13.838	13.693	13.971	14.386	14.43	13.932	14.536	14.071	13.796	13.856	13.497	13.512	13.485	13.249	13.487	13.537	13.773
4	25		15.239	15.332	14.826	15.206	14.689	14.758	15.226	14.747	14.93	14.779	13.909	14.203	14.561	14.511	14.862	14.661	14.088	14.078	14.192	14.541	14.73	14.357	14.661	14.112	14.206	13.604	13.937	13.786	13.644	13.92	14.346	14.384	13.895	14.493	14.025	13.775	13.796	13.444	13.478	13.456	13.265	13.427	13.518	13.747
4	26		15.207	15.261	14.779	15.172	14.624	14.689	15.187	14.692	14.867	14.713	13.868	14.147	14.521	14.459	14.799	14.634	14.033	14.05	14.173	14.5	14.724	14.326	14.622	14.064	14.154	13.567	13.893	13.739	13.598	13.893	14.314	14.338	13.859	14.428	13.957	13.762	13.705	13.382	13.461	13.439	13.248	13.354	13.526	13.734
4	27		15.183	15.188	14.708	15.12	14.563	14.662	15.167	14.671	14.805	14.657	13.811	14.089	14.468	14.397	14.725	14.619	13.985	14.013	14.163	14.464	14.695	14.321	14.579	14.008	14.105	13.542	13.858	13.67	13.553	13.863	14.264	14.308	13.819	14.356	13.905	13.744	13.608	13.327	13.458	13.436	13.224	13.291	13.519	13.707
4	28		15.158	15.124	14.639	15.11	14.498	14.643	15.133	14.655	14.746	14.618	13.75	14.017	14.401	14.322	14.642	14.596	13.95	13.971	14.156	14.436	14.68	14.274	14.528	13.942	14.031	13.519	13.83	13.586	13.511	13.838	14.227	14.259	13.775	14.274	13.841	13.71	13.523	13.276	13.453	13.397	13.185	13.253	13.522	13.678
4	29		15.125	15.056	14.597	15.098	14.454	14.553	15.087	14.608	14.685	14.61	13.686	13.944	14.352	14.254	14.543	14.554	13.911	13.904	14.15	14.417	14.641	14.216	14.481	13.889	13.966	13.494	13.79	13.518	13.484	13.819	14.199	14.22	13.723	14.171	13.78	13.676	13.47	13.225	13.438	13.355	13.14	13.22	13.514	13.619
4	30		15.07	14.991	14.539	15.064	14.404	14.491	15.043	14.571	14.641	14.595	13.641	13.903	14.302	14.189	14.449	14.49	13.856	13.829	14.121	14.382	14.601	14.177	14.427	13.815	13.901	13.446	13.748	13.444	13.46	13.816	14.159	14.174	13.69	14.054	13.725	13.645	13.421	13.146	13.414	13.321	13.082	13.216	13.511	13.572
5	1		15.034	14.927	14.45	15.044	14.284	14.392	15.01	14.473	14.591	14.55	13.563	13.819	14.232	14.102	14.34	14.388	13.777	13.745	14.073	14.33	14.534	14.125	14.381	13.731	13.849	13.386	13.705	13.337	13.436	13.777	14.094	14.106	13.616	13.918	13.664	13.568	13.342	13.04	13.347	13.243	13.019	13.198	13.46	13.512
5	2		14.898	14.858	14.393	14.958	14.205	14.283	14.911	14.395	14.491	14.487	13.496	13.741	14.166	14.003	14.265	14.31	13.7	13.67	14.017	14.281	14.477	14.05	14.342	13.659	13.761	13.305	13.642	13.232	13.408	13.738	14.038	14.012	13.549	13.803	13.601	13.486	13.271	12.934	13.283	13.165	12.961	13.17	13.396	13.452
5	3		14.793	14.788	14.357	14.891	14.113	14.192	14.835	14.303	14.422	14.419	13.444	13.685	14.105	13.895	14.192	14.236	13.632	13.601	13.953	14.238	14.42	13.977	14.297	13.602	13.687	13.242	13.574	13.137	13.372	13.694	13.984	13.916	13.461	13.697	13.536	13.401	13.21	12.84	13.229	13.102	12.906	13.134	13.319	13.394
5	4		14.695	14.709	14.278	14.821	13.987	14.101	14.775	14.197	14.362	14.35	13.393	13.638	14.039	13.784	14.131	14.172	13.572	13.552	13.901	14.19	14.366	13.905	14.26	13.54	13.618	13.182	13.491	13.04	13.33	13.655	13.932	13.815	13.376	13.607	13.486	13.31	13.164	12.741	13.164	13.02	12.832	13.088	13.231	13.347
5	5		14.562	14.634	14.268	14.733	13.97	14.06	14.685	14.107	14.266	14.274	13.329	13.588	13.966	13.684	14.065	14.133	13.52	13.527	13.853	14.148	14.316	13.824	14.222	13.476	13.541	13.119	13.404	12.945	13.287	13.611	13.871	13.718	13.3	13.542	13.432	13.224	13.113	12.685	13.113	12.923	12.739	13.051	13.14	13.301
5	6		14.525	14.56	14.267	14.659	13.932	13.993	14.643	14.023	14.217	14.224	13.306	13.587	13.915	13.618	14.011	14.132	13.496	13.503	13.83	14.13	14.278	13.759	14.173	13.439	13.47	13.072	13.337	12.896	13.247	13.58	13.833	13.65	13.26	13.515	13.407	13.163	13.084	12.646	13.105	12.842	12.676	13.018	13.083	13.271
5	7		14.474	14.481	14.203	14.595	13.884	13.964	14.608	13.952	14.18	14.172	13.286	13.591	13.873	13.558	13.957	14.101	13.472	13.457	13.793	14.106	14.242	13.709	14.115	13.407	13.422	13.03	13.287	12.852	13.216	13.548	13.791	13.58	13.218	13.487	13.386	13.121	13.037	12.614	13.077	12.754	12.628	12.962	13.026	13.252
5	8		14.424	14.427	14.163	14.503	13.861	13.941	14.537	13.868	14.118	14.116	13.262	13.588	13.836	13.531	13.925	14.059	13.445	13.415	13.738	14.089	14.195	13.664	14.074	13.375	13.365	12.96	13.248	12.82	13.182	13.517	13.757	13.523	13.184	13.449	13.363	13.077	12.98	12.548	13.04	12.681	12.585	12.904	12.976	13.225
5	9		14.388	14.366	14.136	14.415	13.808	13.9	14.477	13.779	14.057	14.061	13.236	13.576	13.787	13.505	13.877	14.022	13.414	13.374	13.665	14.062	14.158	13.609	14.032	13.331	13.301	12.894	13.229	12.787	13.141	13.47	13.707	13.463	13.159	13.422	13.335	13.028	12.916	12.495	13.011	12.621	12.547	12.855	12.951	13.207
5	10		14.308	14.306	14.08	14.35	13.745	13.861	14.425	13.706	14.015	14.011	13.223	13.543	13.75	13.47	13.821	13.982	13.4	13.332	13.611	14.042	14.13	13.539	14.002	13.3	13.247	12.831	13.221	12.762	13.089	13.419	13.666	13.398	13.123	13.398	13.314	12.984	12.852	12.422	12.984	12.572	12.51	12.782	12.926	13.181
5	11		14.237	14.253	14.078	14.27	13.71	13.816	14.357	13.634	13.964	13.954	13.197	13.505	13.71	13.411	13.772	13.931	13.39	13.279	13.544	14.023	14.115	13.47	13.971	13.271	13.187	12.779	13.195	12.736	13.043	13.365	13.605	13.317	13.074	13.381	13.288	12.951	12.804	12.348	12.94	12.535	12.482	12.734	12.89	13.158
5	12		14.162	14.172	14.078	14.226	13.671	13.77	14.332	13.547	13.938	13.896	13.168	13.467	13.683	13.357	13.721	13.894	13.376	13.236	13.484	13.993	14.088	13.402	13.936	13.245	13.144	12.725	13.175	12.72	12.995	13.306	13.547	13.255	13.013	13.355	13.251	12.895	12.768	12.259	12.901	12.492	12.441	12.714	12.867	13.123
5	13		14.08	14.099	14.06	14.18	13.643	13.768	14.301	13.506	13.909	13.831	13.13	13.417	13.656	13.291	13.666	13.867	13.36	13.186	13.436	13.945	14.046	13.343	13.878	13.204	13.108	12.681	13.156	12.699	12.944	13.25	13.487	13.192	12.949	13.324	13.218	12.843	12.755	12.184	12.856	12.426	12.376	12.686	12.854	13.088
5	14		13.999	14.013	14.049	14.147	13.613	13.744	14.258	13.458	13.875	13.771	13.109	13.372	13.627	13.241	13.621	13.841	13.337	13.135	13.393	13.901	13.996	13.306	13.826	13.168	13.092	12.628	13.129	12.684	12.904	13.196	13.43	13.125	12.877	13.276	13.187	12.795	12.707	12.105	12.807	12.374	12.332	12.643	12.834	13.061
5	15		13.924	13.927	14.009	14.11	13.576	13.703	14.227	13.418	13.846	13.708	13.082	13.343	13.587	13.202	13.58	13.801	13.303	13.082	13.327	13.854	13.934	13.252	13.764	13.138	13.065	12.583	13.089	12.656	12.882	13.142	13.373	13.071	12.809	13.218	13.154	12.749	12.664	12.031	12.751	12.311	12.305	12.58	12.81	13.036
5	16		13.903	13.87	13.977	14.075	13.545	13.692	14.177	13.381	13.809	13.661	13.059	13.315	13.563	13.18	13.523	13.761	13.247	13.058	13.266	13.777	13.865	13.208	13.693	13.108	13.045	12.536	13.054	12.626	12.843	13.107	13.315	13.016	12.746	13.144	13.119	12.709	12.615	11.969	12.688	12.269	12.263	12.506	12.804	12.998
5	17		13.849	13.8	13.932	14.043	13.508	13.612	14.124	13.342	13.77	13.611	13.035	13.275	13.526	13.152	13.463	13.723	13.191	13.046	13.2	13.698	13.794	13.164	13.629	13.06	13.02	12.496	13.013	12.58	12.808	13.064	13.265	12.941	12.699	13.076	13.074	12.689	12.565	11.909	12.644	12.243	12.215	12.41	12.782	12.974
5	18		13.796	13.757	13.886	13.98	13.468	13.536	14.054	13.301	13.754	13.569	13.008	13.256	13.481	13.138	13.385	13.685	13.117	13.042	13.13	13.618	13.741	13.116	13.565	13.026	12.993	12.47	12.974	12.536	12.771	13.009	13.202	12.858	12.658	13.023	13.026	12.675	12.497	11.86	12.603	12.216	12.182	12.314	12.747	12.952
5	19		13.776	13.715	13.841	13.928	13.418	13.519	13.995	13.272	13.727	13.516	12.997	13.234	13.439	13.118	13.309	13.632	13.04	13.036	13.078	13.532	13.678	13.052	13.496	12.984	12.962	12.443	12.931	12.497	12.743	12.946	13.133	12.785	12.62	12.985	12.972	12.654	12.452	11.811	12.57	12.168	12.14	12.233	12.715	12.898
5	20		13.704	13.653	13.797	13.837	13.376	13.469	13.962	13.24	13.683	13.454	12.978	13.214	13.406	13.1	13.227	13.59	12.952	13.043	13.015	13.455	13.625	13.005	13.409	12.92	12.936	12.414	12.899	12.485	12.729	12.871	13.076	12.709	12.566	12.933	12.923	12.632	12.403	11.76	12.545	12.125	12.081	12.198	12.693	12.843
5	21		13.626	13.601	13.721	13.753	13.355	13.435	13.905	13.224	13.658	13.381	12.961	13.188	13.361	13.086	13.162	13.549	12.863	13.036	12.937	13.399	13.57	12.967	13.322	12.855	12.916	12.389	12.869	12.458	12.708	12.789	13.03	12.637	12.518	12.877	12.873	12.604	12.354	11.715	12.525	12.053	12.031	12.16	12.659	12.796
5	22		13.593	13.536	13.66	13.694	13.316	13.427	13.893	13.204	13.574	13.312	12.943	13.153	13.303	13.077	13.092	13.495	12.761	13.016	12.88	13.354	13.52	12.907	13.228	12.796	12.891	12.362	12.825	12.438	12.677	12.715	12.98	12.572	12.469	12.813	12.843	12.573	12.306	11.681	12.487	11.981	11.996	12.113	12.623	12.738
5	23		13.545	13.468	13.594	13.615	13.301	13.418	13.882	13.162	13.501	13.24	12.934	13.103	13.264	13.048	13.036	13.432	12.67	12.99	12.844	13.317	13.467	12.843	13.147	12.74	12.857	12.327	12.766	12.416	12.641	12.66	12.932	12.51	12.439	12.754	12.806	12.544	12.245	11.629	12.452	11.936	11.963	12.063	12.582	12.694
5	24		13.484	13.425	13.516	13.604	13.292	13.384	13.823	13.135	13.473	13.181	12.9	13.064	13.222	13.028	12.975	13.366	12.586	12.962	12.791	13.282	13.417	12.814	13.071	12.696	12.827	12.296	12.702	12.387	12.589	12.622	12.88	12.448	12.388	12.688	12.776	12.514	12.172	11.567	12.405	11.888	11.934	12.016	12.539	12.658
5	25		13.447	13.372	13.47	13.58	13.264	13.352	13.786	13.082	13.411	13.139	12.883	13.012	13.184	13.001	12.943	13.297	12.5	12.92	12.759	13.235	13.367	12.802	13.017	12.655	12.79	12.272	12.64	12.334	12.518	12.589	12.808	12.392	12.348	12.635	12.751	12.471	12.097	11.513	12.357	11.855	11.922	11.945	12.487	12.629
5	26		13.431	13.317	13.421	13.567	13.24	13.345	13.733	13.027	13.415	13.101	12.869	12.955	13.152	12.972	12.897	13.23	12.435	12.875	12.749	13.186	13.332	12.792	12.995	12.612	12.756	12.242	12.566	12.279	12.456	12.557	12.736	12.331	12.286	12.6	12.722	12.429	12.023	11.461	12.322	11.842	11.901	11.867	12.432	12.581
5	27		13.382	13.273	13.392	13.563	13.204	13.294	13.665	12.962	13.42	13.064	12.862	12.906	13.128	12.953	12.856	13.176	12.393	12.839	12.729	13.13	13.318	12.768	12.968	12.576	12.726	12.24	12.509	12.217	12.41	12.52	12.67	12.261	12.227	12.573	12.671	12.38	11.955	11.409	12.294	11.821	11.87	11.806	12.371	12.535
5	28		13.352	13.19	13.356	13.502	13.17	13.241	13.637	12.904	13.394	13.022	12.848	12.867	13.096	12.949	12.821	13.139	12.353	12.815	12.694	13.065	13.303	12.746	12.932	12.536	12.69	12.229	12.459	12.15	12.375	12.463	12.613	12.209	12.163	12.54	12.629	12.324	11.903	11.365	12.253	11.795	11.817	11.768	12.313	12.488
5	29		13.346	13.114	13.329	13.462	13.131	13.172	13.603	12.863	13.382	12.977	12.842	12.823	13.078	12.929	12.78	13.109	12.325	12.791	12.665	13.008	13.293	12.694	12.881	12.488	12.646	12.227	12.419	12.093	12.341	12.41	12.56	12.154	12.115	12.507	12.576	12.274	11.865	11.334	12.214	11.773	11.758	11.718	12.245	12.445
5	30		13.317	13.048	13.304	13.398	13.092	13.114	13.515	12.806	13.333	12.927	12.82	12.78	13.047	12.918	12.733	13.075	12.309	12.757	12.636	12.958	13.273	12.627	12.82	12.458	12.624	12.223	12.363	12.028	12.295	12.363	12.508	12.096	12.079	12.479	12.53	12.251	11.83	11.294	12.161	11.73	11.698	11.667	12.17	12.398
5	31		13.276	12.97	13.277	13.325	13.063	13.074	13.459	12.787	13.288	12.884	12.809	12.726	13.019	12.897	12.684	13.043	12.285	12.725	12.591	12.911	13.227	12.563	12.748	12.427	12.584	12.204	12.311	11.996	12.263	12.311	12.447	12.041	12.054	12.437	12.478	12.219	11.795	11.243	12.101	11.687	11.628	11.626	12.104	12.366
6	1		13.21	12.902	13.248	13.247	13.028	13.015	13.327	12.765	13.206	12.809	12.784	12.64	12.961	12.84	12.62	12.977	12.235	12.673	12.514	12.838	13.132	12.493	12.658	12.375	12.524	12.141	12.235	11.958	12.201	12.258	12.36	11.979	12	12.356	12.414	12.174	11.733	11.177	12.003	11.622	11.539	11.574	12.028	12.296
6	2		13.168	12.841	13.185	13.181	12.964	12.952	13.201	12.699	13.138	12.731	12.76	12.536	12.905	12.777	12.554	12.893	12.184	12.607	12.448	12.77	13.037	12.424	12.572	12.312	12.485	12.091	12.141	11.926	12.137	12.219	12.256	11.894	11.932	12.265	12.345	12.131	11.674	11.13	11.928	11.559	11.456	11.51	11.954	12.208
